0  44
   0.1806711006475937E-04   0.0000000000000000E+00
   0.5217931521488910E-03   0.0000000000000000E+00
   0.3651611994889397E-02   0.0000000000000000E+00
   0.1114421222040819E-01   0.0000000000000000E+00
   0.1944205932623650E-01   0.0000000000000000E+00
   0.2305920872218071E-01   0.0000000000000000E+00
   0.2110143693232960E-01   0.0000000000000000E+00
   0.1631529778545373E-01   0.0000000000000000E+00
   0.1132821642398463E-01   0.0000000000000000E+00
   0.7342631805696118E-02   0.0000000000000000E+00
   0.4551196644951626E-02   0.0000000000000000E+00
   0.2738158043724357E-02   0.0000000000000000E+00
   0.1613914026772708E-02   0.0000000000000000E+00
   0.9373659716522352E-03   0.0000000000000000E+00
   0.5384055950337184E-03   0.0000000000000000E+00
   0.3065000803422968E-03   0.0000000000000000E+00
   0.1731465125662359E-03   0.0000000000000000E+00
   0.9712343565276434E-04   0.0000000000000000E+00
   0.5410459906349997E-04   0.0000000000000000E+00
   0.2992811464153446E-04   0.0000000000000000E+00
   0.1643208873700423E-04   0.0000000000000000E+00
   0.8950111143185099E-05   0.0000000000000000E+00
   0.4832534787320199E-05   0.0000000000000000E+00
   0.2584420563797298E-05   0.0000000000000000E+00
   0.1367629157992490E-05   0.0000000000000000E+00
   0.7153340900497895E-06   0.0000000000000000E+00
   0.3693527936914021E-06   0.0000000000000000E+00
   0.1879973302282424E-06   0.0000000000000000E+00
   0.9417651833970642E-07   0.0000000000000000E+00
   0.4634648319887718E-07   0.0000000000000000E+00
   0.2235903867717738E-07   0.0000000000000000E+00
   0.1054813868369581E-07   0.0000000000000000E+00
   0.4851894588298709E-08   0.0000000000000000E+00
   0.2168350122057585E-08   0.0000000000000000E+00
   0.9374717124245552E-09   0.0000000000000000E+00
   0.3899974823142485E-09   0.0000000000000000E+00
   0.1550429273913524E-09   0.0000000000000000E+00
   0.5837060528358634E-10   0.0000000000000000E+00
   0.2055450387075716E-10   0.0000000000000000E+00
   0.6650923555392395E-11   0.0000000000000000E+00
   0.1924451139957053E-11   0.0000000000000000E+00
   0.4757399353943402E-12   0.0000000000000000E+00
   0.9188787374126260E-13   0.0000000000000000E+00
   0.1104249531740119E-13   0.0000000000000000E+00

  -0.6681104360595455E+01   0.0000000000000000E+00
  -0.4532668273678133E+01   0.0000000000000000E+00
  -0.3163652866504906E+01   0.0000000000000000E+00
  -0.2222150900096789E+01   0.0000000000000000E+00
  -0.1557184291581557E+01   0.0000000000000000E+00
  -0.1083795393205658E+01   0.0000000000000000E+00
  -0.7478110433194993E+00   0.0000000000000000E+00
  -0.5114208889844412E+00   0.0000000000000000E+00
  -0.3468037921630189E+00   0.0000000000000000E+00
  -0.2332879033267525E+00   0.0000000000000000E+00
  -0.1557058463146968E+00   0.0000000000000000E+00
  -0.1031184711469911E+00   0.0000000000000000E+00
  -0.6775407398462864E-01   0.0000000000000000E+00
  -0.4415753864520864E-01   0.0000000000000000E+00
  -0.2853753801486184E-01   0.0000000000000000E+00
  -0.1828178852013691E-01   0.0000000000000000E+00
  -0.1160486347556129E-01   0.0000000000000000E+00
  -0.7296094184557652E-02   0.0000000000000000E+00
  -0.4541089943619979E-02   0.0000000000000000E+00
  -0.2796518188919970E-02   0.0000000000000000E+00
  -0.1702970567353940E-02   0.0000000000000000E+00
  -0.1024812670231724E-02   0.0000000000000000E+00
  -0.6089938886549096E-03   0.0000000000000000E+00
  -0.3570735412117275E-03   0.0000000000000000E+00
  -0.2063855132861419E-03   0.0000000000000000E+00
  -0.1174695492823049E-03   0.0000000000000000E+00
  -0.6576289038246745E-04   0.0000000000000000E+00
  -0.3616225600350757E-04   0.0000000000000000E+00
  -0.1950146641951819E-04   0.0000000000000000E+00
  -0.1029489990070264E-04   0.0000000000000000E+00
  -0.5308683493168963E-05   0.0000000000000000E+00
  -0.2667182314237446E-05   0.0000000000000000E+00
  -0.1301626409362366E-05   0.0000000000000000E+00
  -0.6146968748015414E-06   0.0000000000000000E+00
  -0.2796135124346387E-06   0.0000000000000000E+00
  -0.1217929689907311E-06   0.0000000000000000E+00
  -0.5041240551806049E-07   0.0000000000000000E+00
  -0.1962768446621117E-07   0.0000000000000000E+00
  -0.7086834783163366E-08   0.0000000000000000E+00
