 2020 5
 5.000000e-01  1.000000e+00 -3.054336e+00 0.000000e+00 9.325000e-01 0.000000e+00
 -5.802145e-01  1.598631e+00 -1.910595e+00 0.000000e+00 2.088971e+00 9.999900e-01 
 2.496247e-01  1.600835e+00 -1.907965e+00 0.000000e+00 2.089486e+00 9.994898e-01 
 2.735378e-01  1.602990e+00 -1.905399e+00 0.000000e+00 2.089978e+00 9.989895e-01 
 2.868879e-01  1.605102e+00 -1.902892e+00 0.000000e+00 2.090451e+00 9.984893e-01 
 2.962319e-01  1.607172e+00 -1.900441e+00 0.000000e+00 2.090904e+00 9.979890e-01 
 3.034308e-01  1.609204e+00 -1.898042e+00 0.000000e+00 2.091340e+00 9.974888e-01 
 3.092865e-01  1.611199e+00 -1.895692e+00 0.000000e+00 2.091759e+00 9.969885e-01 
 3.142201e-01  1.613160e+00 -1.893387e+00 0.000000e+00 2.092163e+00 9.964883e-01 
 3.184810e-01  1.615088e+00 -1.891126e+00 0.000000e+00 2.092552e+00 9.959880e-01 
 3.222293e-01  1.616987e+00 -1.888906e+00 0.000000e+00 2.092926e+00 9.954878e-01 
 3.255738e-01  1.618856e+00 -1.886725e+00 0.000000e+00 2.093288e+00 9.949875e-01 
 3.285922e-01  1.620698e+00 -1.884581e+00 0.000000e+00 2.093637e+00 9.944873e-01 
 3.313415e-01  1.622514e+00 -1.882471e+00 0.000000e+00 2.093974e+00 9.939871e-01 
 3.338652e-01  1.624305e+00 -1.880395e+00 0.000000e+00 2.094299e+00 9.934868e-01 
 3.361968e-01  1.626073e+00 -1.878351e+00 0.000000e+00 2.094614e+00 9.929866e-01 
 3.383630e-01  1.627818e+00 -1.876337e+00 0.000000e+00 2.094918e+00 9.924863e-01 
 3.403854e-01  1.629542e+00 -1.874352e+00 0.000000e+00 2.095213e+00 9.919861e-01 
 3.422814e-01  1.631245e+00 -1.872396e+00 0.000000e+00 2.095498e+00 9.914858e-01 
 3.440657e-01  1.632928e+00 -1.870465e+00 0.000000e+00 2.095774e+00 9.909856e-01 
 3.457503e-01  1.634593e+00 -1.868561e+00 0.000000e+00 2.096041e+00 9.904853e-01 
 3.473457e-01  1.636239e+00 -1.866681e+00 0.000000e+00 2.096299e+00 9.899851e-01 
 3.488605e-01  1.637867e+00 -1.864825e+00 0.000000e+00 2.096550e+00 9.894849e-01 
 3.503023e-01  1.639479e+00 -1.862992e+00 0.000000e+00 2.096793e+00 9.889846e-01 
 3.516777e-01  1.641075e+00 -1.861180e+00 0.000000e+00 2.097028e+00 9.884844e-01 
 3.529924e-01  1.642655e+00 -1.859390e+00 0.000000e+00 2.097256e+00 9.879841e-01 
 3.542513e-01  1.644219e+00 -1.857621e+00 0.000000e+00 2.097477e+00 9.874839e-01 
 3.554589e-01  1.645770e+00 -1.855871e+00 0.000000e+00 2.097691e+00 9.869836e-01 
 3.566191e-01  1.647306e+00 -1.854140e+00 0.000000e+00 2.097899e+00 9.864834e-01 
 3.577354e-01  1.648828e+00 -1.852428e+00 0.000000e+00 2.098100e+00 9.859831e-01 
 3.588109e-01  1.650337e+00 -1.850734e+00 0.000000e+00 2.098295e+00 9.854829e-01 
 3.598484e-01  1.651834e+00 -1.849058e+00 0.000000e+00 2.098485e+00 9.849826e-01 
 3.608505e-01  1.653318e+00 -1.847398e+00 0.000000e+00 2.098668e+00 9.844824e-01 
 3.618193e-01  1.654790e+00 -1.845755e+00 0.000000e+00 2.098846e+00 9.839822e-01 
 3.627569e-01  1.656250e+00 -1.844127e+00 0.000000e+00 2.099019e+00 9.834819e-01 
 3.636654e-01  1.657699e+00 -1.842515e+00 0.000000e+00 2.099186e+00 9.829817e-01 
 3.645462e-01  1.659138e+00 -1.840918e+00 0.000000e+00 2.099348e+00 9.824814e-01 
 3.654012e-01  1.660565e+00 -1.839335e+00 0.000000e+00 2.099505e+00 9.819812e-01 
 3.662316e-01  1.661982e+00 -1.837767e+00 0.000000e+00 2.099657e+00 9.814809e-01 
 3.670388e-01  1.663389e+00 -1.836213e+00 0.000000e+00 2.099805e+00 9.809807e-01 
 3.678240e-01  1.664786e+00 -1.834672e+00 0.000000e+00 2.099948e+00 9.804804e-01 
 3.685884e-01  1.666174e+00 -1.833144e+00 0.000000e+00 2.100087e+00 9.799802e-01 
 3.693330e-01  1.667552e+00 -1.831629e+00 0.000000e+00 2.100221e+00 9.794799e-01 
 3.700588e-01  1.668921e+00 -1.830126e+00 0.000000e+00 2.100351e+00 9.789797e-01 
 3.707667e-01  1.670281e+00 -1.828636e+00 0.000000e+00 2.100476e+00 9.784795e-01 
 3.714574e-01  1.671633e+00 -1.827157e+00 0.000000e+00 2.100598e+00 9.779792e-01 
 3.721319e-01  1.672976e+00 -1.825690e+00 0.000000e+00 2.100716e+00 9.774790e-01 
 3.727907e-01  1.674311e+00 -1.824235e+00 0.000000e+00 2.100830e+00 9.769787e-01 
 3.734347e-01  1.675638e+00 -1.822790e+00 0.000000e+00 2.100940e+00 9.764785e-01 
 3.740644e-01  1.676957e+00 -1.821357e+00 0.000000e+00 2.101046e+00 9.759782e-01 
 3.746805e-01  1.678268e+00 -1.819934e+00 0.000000e+00 2.101149e+00 9.754780e-01 
 3.752835e-01  1.679572e+00 -1.818521e+00 0.000000e+00 2.101248e+00 9.749777e-01 
 3.758739e-01  1.680868e+00 -1.817118e+00 0.000000e+00 2.101344e+00 9.744775e-01 
 3.764522e-01  1.682157e+00 -1.815725e+00 0.000000e+00 2.101436e+00 9.739773e-01 
 3.770189e-01  1.683440e+00 -1.814342e+00 0.000000e+00 2.101525e+00 9.734770e-01 
 3.775745e-01  1.684715e+00 -1.812969e+00 0.000000e+00 2.101611e+00 9.729768e-01 
 3.781193e-01  1.685984e+00 -1.811605e+00 0.000000e+00 2.101694e+00 9.724765e-01 
 3.786537e-01  1.687246e+00 -1.810249e+00 0.000000e+00 2.101774e+00 9.719763e-01 
 3.791782e-01  1.688502e+00 -1.808903e+00 0.000000e+00 2.101850e+00 9.714760e-01 
 3.796931e-01  1.689751e+00 -1.807566e+00 0.000000e+00 2.101924e+00 9.709758e-01 
 3.801987e-01  1.690994e+00 -1.806237e+00 0.000000e+00 2.101994e+00 9.704755e-01 
 3.806954e-01  1.692231e+00 -1.804917e+00 0.000000e+00 2.102062e+00 9.699753e-01 
 3.811833e-01  1.693462e+00 -1.803605e+00 0.000000e+00 2.102127e+00 9.694750e-01 
 3.816629e-01  1.694687e+00 -1.802301e+00 0.000000e+00 2.102189e+00 9.689748e-01 
 3.821344e-01  1.695907e+00 -1.801005e+00 0.000000e+00 2.102248e+00 9.684746e-01 
 3.825981e-01  1.697121e+00 -1.799716e+00 0.000000e+00 2.102305e+00 9.679743e-01 
 3.830542e-01  1.698329e+00 -1.798436e+00 0.000000e+00 2.102359e+00 9.674741e-01 
 3.835029e-01  1.699532e+00 -1.797163e+00 0.000000e+00 2.102411e+00 9.669738e-01 
 3.839445e-01  1.700730e+00 -1.795897e+00 0.000000e+00 2.102460e+00 9.664736e-01 
 3.843792e-01  1.701922e+00 -1.794639e+00 0.000000e+00 2.102506e+00 9.659733e-01 
 3.848071e-01  1.703109e+00 -1.793388e+00 0.000000e+00 2.102550e+00 9.654731e-01 
 3.852286e-01  1.704292e+00 -1.792144e+00 0.000000e+00 2.102592e+00 9.649728e-01 
 3.856438e-01  1.705469e+00 -1.790907e+00 0.000000e+00 2.102632e+00 9.644726e-01 
 3.860528e-01  1.706641e+00 -1.789676e+00 0.000000e+00 2.102669e+00 9.639724e-01 
 3.864559e-01  1.707809e+00 -1.788453e+00 0.000000e+00 2.102703e+00 9.634721e-01 
 3.868531e-01  1.708972e+00 -1.787236e+00 0.000000e+00 2.102736e+00 9.629719e-01 
 3.872448e-01  1.710130e+00 -1.786025e+00 0.000000e+00 2.102766e+00 9.624716e-01 
 3.876309e-01  1.711284e+00 -1.784821e+00 0.000000e+00 2.102794e+00 9.619714e-01 
 3.880118e-01  1.712434e+00 -1.783623e+00 0.000000e+00 2.102820e+00 9.614711e-01 
 3.883874e-01  1.713578e+00 -1.782431e+00 0.000000e+00 2.102844e+00 9.609709e-01 
 3.887580e-01  1.714719e+00 -1.781246e+00 0.000000e+00 2.102866e+00 9.604706e-01 
 3.891236e-01  1.715855e+00 -1.780066e+00 0.000000e+00 2.102885e+00 9.599704e-01 
 3.894845e-01  1.716988e+00 -1.778892e+00 0.000000e+00 2.102903e+00 9.594701e-01 
