 120 5
 5.000000e-01  1.000000e+00 -3.181609e+00 0.000000e+00 9.325000e-01 0.000000e+00
 4.414773e-01  1.598482e+00 -1.990394e+00 0.000000e+00 2.954352e+00 9.990010e-01 
 4.754256e-01  1.669416e+00 -1.905821e+00 0.000000e+00 2.990001e+00 9.890110e-01 
 4.793086e-01  1.710859e+00 -1.859656e+00 0.000000e+00 3.003425e+00 9.790210e-01 
 4.814563e-01  1.744549e+00 -1.823743e+00 0.000000e+00 3.010920e+00 9.690310e-01 
 4.829370e-01  1.774231e+00 -1.793232e+00 0.000000e+00 3.015261e+00 9.590410e-01 
 4.840626e-01  1.801307e+00 -1.766278e+00 0.000000e+00 3.017547e+00 9.490509e-01 
 4.849679e-01  1.826553e+00 -1.741865e+00 0.000000e+00 3.018364e+00 9.390609e-01 
 4.857237e-01  1.850431e+00 -1.719388e+00 0.000000e+00 3.018061e+00 9.290709e-01 
 4.863715e-01  1.873247e+00 -1.698446e+00 0.000000e+00 3.016871e+00 9.190809e-01 
 4.869378e-01  1.895210e+00 -1.678763e+00 0.000000e+00 3.014952e+00 9.090909e-01 
 4.874407e-01  1.916475e+00 -1.660136e+00 0.000000e+00 3.012422e+00 8.991009e-01 
 4.878928e-01  1.937158e+00 -1.642411e+00 0.000000e+00 3.009371e+00 8.891109e-01 
 4.883034e-01  1.957350e+00 -1.625467e+00 0.000000e+00 3.005866e+00 8.791209e-01 
 4.886795e-01  1.977125e+00 -1.609210e+00 0.000000e+00 3.001964e+00 8.691309e-01 
 4.890265e-01  1.996615e+00 -1.593501e+00 0.000000e+00 2.997692e+00 8.591409e-01 
 4.893486e-01  2.015720e+00 -1.578398e+00 0.000000e+00 2.993118e+00 8.491508e-01 
 4.896494e-01  2.034554e+00 -1.563787e+00 0.000000e+00 2.988260e+00 8.391608e-01 
 4.899315e-01  2.053150e+00 -1.549623e+00 0.000000e+00 2.983143e+00 8.291708e-01 
 4.901972e-01  2.071539e+00 -1.535867e+00 0.000000e+00 2.977789e+00 8.191808e-01 
 4.904485e-01  2.089745e+00 -1.522486e+00 0.000000e+00 2.972218e+00 8.091908e-01 
 4.906869e-01  2.107791e+00 -1.509451e+00 0.000000e+00 2.966446e+00 7.992008e-01 
 4.909138e-01  2.125697e+00 -1.496737e+00 0.000000e+00 2.960489e+00 7.892108e-01 
 4.911303e-01  2.143479e+00 -1.484320e+00 0.000000e+00 2.954360e+00 7.792208e-01 
 4.913375e-01  2.161153e+00 -1.472181e+00 0.000000e+00 2.948070e+00 7.692308e-01 
 4.915363e-01  2.178733e+00 -1.460302e+00 0.000000e+00 2.941629e+00 7.592408e-01 
 4.917273e-01  2.196231e+00 -1.448667e+00 0.000000e+00 2.935047e+00 7.492507e-01 
 4.919113e-01  2.213660e+00 -1.437262e+00 0.000000e+00 2.928331e+00 7.392607e-01 
 4.920889e-01  2.231028e+00 -1.426073e+00 0.000000e+00 2.921491e+00 7.292707e-01 
 4.922605e-01  2.248346e+00 -1.415088e+00 0.000000e+00 2.914532e+00 7.192807e-01 
 4.924267e-01  2.265623e+00 -1.404298e+00 0.000000e+00 2.907460e+00 7.092907e-01 
 4.925878e-01  2.282866e+00 -1.393691e+00 0.000000e+00 2.900283e+00 6.993007e-01 
 4.927443e-01  2.300082e+00 -1.383259e+00 0.000000e+00 2.893004e+00 6.893107e-01 
 4.928964e-01  2.317280e+00 -1.372993e+00 0.000000e+00 2.885628e+00 6.793207e-01 
 4.930446e-01  2.334465e+00 -1.362886e+00 0.000000e+00 2.878161e+00 6.693307e-01 
 4.931890e-01  2.351643e+00 -1.352930e+00 0.000000e+00 2.870606e+00 6.593407e-01 
 4.933300e-01  2.368820e+00 -1.343120e+00 0.000000e+00 2.862967e+00 6.493506e-01 
 4.934677e-01  2.386002e+00 -1.333448e+00 0.000000e+00 2.855247e+00 6.393606e-01 
 4.936023e-01  2.403193e+00 -1.323909e+00 0.000000e+00 2.847451e+00 6.293706e-01 
 4.937342e-01  2.420399e+00 -1.314498e+00 0.000000e+00 2.839580e+00 6.193806e-01 
 4.938634e-01  2.437623e+00 -1.305209e+00 0.000000e+00 2.831639e+00 6.093906e-01 
 4.939901e-01  2.454871e+00 -1.296039e+00 0.000000e+00 2.823629e+00 5.994006e-01 
 4.941145e-01  2.472147e+00 -1.286982e+00 0.000000e+00 2.815553e+00 5.894106e-01 
 4.942367e-01  2.489454e+00 -1.278035e+00 0.000000e+00 2.807414e+00 5.794206e-01 
 4.943569e-01  2.506796e+00 -1.269193e+00 0.000000e+00 2.799214e+00 5.694306e-01 
 4.944751e-01  2.524178e+00 -1.260454e+00 0.000000e+00 2.790954e+00 5.594406e-01 
 4.945915e-01  2.541602e+00 -1.251812e+00 0.000000e+00 2.782637e+00 5.494505e-01 
 4.947063e-01  2.559072e+00 -1.243266e+00 0.000000e+00 2.774266e+00 5.394605e-01 
 4.948194e-01  2.576592e+00 -1.234813e+00 0.000000e+00 2.765841e+00 5.294705e-01 
 4.949311e-01  2.594165e+00 -1.226448e+00 0.000000e+00 2.757364e+00 5.194805e-01 
