 222 7
0.499 1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0000000e+00 5.0000000e+00
-4.5 1.3163091e+00 2.4030000e-01 0.0000000e+00 1.8255591e-01 1.0000000e+00 7.2543000e-01 7.5970000e-01
-1.5 1.3163091e+00 2.4030000e-01 0.0000000e+00 1.8255591e-01 1.0000000e+00 7.2543000e-01 7.5970000e-01
-0.5 1.3163091e+00 2.4030000e-01 0.0000000e+00 1.8255591e-01 1.0000000e+00 7.2543000e-01 7.5970000e-01
-0.1 1.3163091e+00 2.4030000e-01 0.0000000e+00 1.8255591e-01 1.0000000e+00 7.2543000e-01 7.5970000e-01
0.3 1.3163091e+00 2.4030000e-01 0.0000000e+00 1.8255591e-01 1.0000000e+00 7.2543000e-01 7.5970000e-01
0.338 1.3163091e+00 2.4030000e-01 0.0000000e+00 1.8255591e-01 1.0000000e+00 7.2543000e-01 7.5970000e-01
0.37426 1.3327647e+00 2.4968000e-01 0.0000000e+00 1.8733990e-01 9.9500000e-01 7.2135000e-01 7.5047000e-01
0.38665 1.3392259e+00 2.5330000e-01 0.0000000e+00 1.8913911e-01 9.9000000e-01 7.1972000e-01 7.4697000e-01
0.39497 1.3440499e+00 2.5598000e-01 0.0000000e+00 1.9045424e-01 9.8500000e-01 7.1850000e-01 7.4441000e-01
0.401479 1.3480177e+00 2.5817000e-01 0.0000000e+00 1.9151825e-01 9.8000000e-01 7.1749000e-01 7.4232000e-01
0.406921 1.3514427e+00 2.6005000e-01 0.0000000e+00 1.9242400e-01 9.7500000e-01 7.1662000e-01 7.4054000e-01
0.411643 1.3544813e+00 2.6171000e-01 0.0000000e+00 1.9321788e-01 9.7000000e-01 7.1584000e-01 7.3898000e-01
0.415841 1.3572388e+00 2.6321000e-01 0.0000000e+00 1.9393050e-01 9.6500000e-01 7.1513000e-01 7.3758000e-01
0.419639 1.3597487e+00 2.6457000e-01 0.0000000e+00 1.9457272e-01 9.6000000e-01 7.1448000e-01 7.3631000e-01
0.42312 1.3620638e+00 2.6582000e-01 0.0000000e+00 1.9515973e-01 9.5500000e-01 7.1387000e-01 7.3514000e-01
0.426342 1.3642193e+00 2.6698000e-01 0.0000000e+00 1.9570168e-01 9.5000000e-01 7.1331000e-01 7.3405000e-01
0.429349 1.3662509e+00 2.6807000e-01 0.0000000e+00 1.9620848e-01 9.4500000e-01 7.1278000e-01 7.3304000e-01
0.432173 1.3681575e+00 2.6909000e-01 0.0000000e+00 1.9668057e-01 9.4000000e-01 7.1228000e-01 7.3210000e-01
0.434839 1.3699756e+00 2.7006000e-01 0.0000000e+00 1.9712760e-01 9.3500000e-01 7.1180000e-01 7.3120000e-01
0.437369 1.3716857e+00 2.7097000e-01 0.0000000e+00 1.9754526e-01 9.3000000e-01 7.1135000e-01 7.3036000e-01
0.439779 1.3733245e+00 2.7184000e-01 0.0000000e+00 1.9794301e-01 9.2500000e-01 7.1091000e-01 7.2956000e-01
0.442082 1.3748728e+00 2.7266000e-01 0.0000000e+00 1.9831652e-01 9.2000000e-01 7.1050000e-01 7.2880000e-01
0.44429 1.3763678e+00 2.7345000e-01 0.0000000e+00 1.9867510e-01 9.1500000e-01 7.1010000e-01 7.2807000e-01
0.446413 1.3778090e+00 2.7421000e-01 0.0000000e+00 1.9901888e-01 9.1000000e-01 7.0972000e-01 7.2738000e-01
0.448458 1.3791962e+00 2.7494000e-01 0.0000000e+00 1.9934800e-01 9.0500000e-01 7.0935000e-01 7.2671000e-01
0.450432 1.3805100e+00 2.7563000e-01 0.0000000e+00 1.9965810e-01 9.0000000e-01 7.0900000e-01 7.2608000e-01
0.452343 1.3817880e+00 2.7630000e-01 0.0000000e+00 1.9995831e-01 8.9500000e-01 7.0865000e-01 7.2546000e-01
0.454194 1.3830302e+00 2.7695000e-01 0.0000000e+00 2.0024870e-01 8.9000000e-01 7.0832000e-01 7.2487000e-01
0.455991 1.3842172e+00 2.7757000e-01 0.0000000e+00 2.0052490e-01 8.8500000e-01 7.0800000e-01 7.2430000e-01
0.457738 1.3853869e+00 2.7818000e-01 0.0000000e+00 2.0079589e-01 8.8000000e-01 7.0769000e-01 7.2375000e-01
0.459438 1.3865010e+00 2.7876000e-01 0.0000000e+00 2.0105286e-01 8.7500000e-01 7.0738000e-01 7.2322000e-01
0.461096 1.3875784e+00 2.7932000e-01 0.0000000e+00 2.0130034e-01 8.7000000e-01 7.0709000e-01 7.2271000e-01
0.462713 1.3886382e+00 2.7987000e-01 0.0000000e+00 2.0154278e-01 8.6500000e-01 7.0680000e-01 7.2221000e-01
0.464292 1.3896609e+00 2.8040000e-01 0.0000000e+00 2.0177584e-01 8.6000000e-01 7.0653000e-01 7.2173000e-01
0.465836 1.3906659e+00 2.8092000e-01 0.0000000e+00 2.0200395e-01 8.5500000e-01 7.0626000e-01 7.2126000e-01
0.467347 1.3916335e+00 2.8142000e-01 0.0000000e+00 2.0222278e-01 8.5000000e-01 7.0599000e-01 7.2080000e-01
0.468827 1.3925831e+00 2.8191000e-01 0.0000000e+00 2.0243675e-01 8.4500000e-01 7.0573000e-01 7.2036000e-01
0.470278 1.3934952e+00 2.8238000e-01 0.0000000e+00 2.0264154e-01 8.4000000e-01 7.0548000e-01 7.1993000e-01
0.471702 1.3943890e+00 2.8284000e-01 0.0000000e+00 2.0284153e-01 8.3500000e-01 7.0524000e-01 7.1951000e-01
0.473099 1.3952645e+00 2.8329000e-01 0.0000000e+00 2.0303678e-01 8.3000000e-01 7.0500000e-01 7.1910000e-01
0.474472 1.3961216e+00 2.8373000e-01 0.0000000e+00 2.0322729e-01 8.2500000e-01 7.0476000e-01 7.1871000e-01
0.475821 1.3969602e+00 2.8416000e-01 0.0000000e+00 2.0341309e-01 8.2000000e-01 7.0454000e-01 7.1832000e-01
0.477148 1.3977803e+00 2.8458000e-01 0.0000000e+00 2.0359422e-01 8.1500000e-01 7.0431000e-01 7.1794000e-01
0.478454 1.3985818e+00 2.8499000e-01 0.0000000e+00 2.0377070e-01 8.1000000e-01 7.0409000e-01 7.1757000e-01
0.47974 1.3993647e+00 2.8539000e-01 0.0000000e+00 2.0394255e-01 8.0500000e-01 7.0388000e-01 7.1721000e-01
0.481007 1.4001288e+00 2.8578000e-01 0.0000000e+00 2.0410979e-01 8.0000000e-01 7.0367000e-01 7.1686000e-01
0.481679 1.4008741e+00 2.8616000e-01 0.0000000e+00 2.0427245e-01 7.9500000e-01 7.0346000e-01 7.1652000e-01
0.481765 1.4016006e+00 2.8653000e-01 0.0000000e+00 2.0443056e-01 7.9000000e-01 7.0326000e-01 7.1618000e-01
0.48185 1.4023279e+00 2.8690000e-01 0.0000000e+00 2.0458839e-01 7.8500000e-01 7.0306000e-01 7.1585000e-01
0.481933 1.4030165e+00 2.8725000e-01 0.0000000e+00 2.0473744e-01 7.8000000e-01 7.0287000e-01 7.1553000e-01
0.482015 1.4037058e+00 2.8760000e-01 0.0000000e+00 2.0488624e-01 7.7500000e-01 7.0268000e-01 7.1522000e-01
0.482097 1.4043958e+00 2.8795000e-01 0.0000000e+00 2.0503480e-01 7.7000000e-01 7.0249000e-01 7.1491000e-01
0.482177 1.4050469e+00 2.8828000e-01 0.0000000e+00 2.0517464e-01 7.6500000e-01 7.0231000e-01 7.1461000e-01
0.482256 1.4056987e+00 2.8861000e-01 0.0000000e+00 2.0531427e-01 7.6000000e-01 7.0213000e-01 7.1431000e-01
0.482335 1.4063313e+00 2.8893000e-01 0.0000000e+00 2.0544946e-01 7.5500000e-01 7.0196000e-01 7.1402000e-01
0.482413 1.4069645e+00 2.8925000e-01 0.0000000e+00 2.0558444e-01 7.5000000e-01 7.0178000e-01 7.1374000e-01
0.48249 1.4075784e+00 2.8956000e-01 0.0000000e+00 2.0571501e-01 7.4500000e-01 7.0161000e-01 7.1346000e-01
0.482566 1.4081929e+00 2.8987000e-01 0.0000000e+00 2.0584538e-01 7.4000000e-01 7.0144000e-01 7.1319000e-01
0.482641 1.4087880e+00 2.9017000e-01 0.0000000e+00 2.0597137e-01 7.3500000e-01 7.0128000e-01 7.1292000e-01
0.482716 1.4093638e+00 2.9046000e-01 0.0000000e+00 2.0609299e-01 7.3000000e-01 7.0112000e-01 7.1265000e-01
0.48279 1.4099401e+00 2.9075000e-01 0.0000000e+00 2.0621444e-01 7.2500000e-01 7.0096000e-01 7.1239000e-01
0.482863 1.4104969e+00 2.9103000e-01 0.0000000e+00 2.0633154e-01 7.2000000e-01 7.0080000e-01 7.1214000e-01
0.482936 1.4110542e+00 2.9131000e-01 0.0000000e+00 2.0644848e-01 7.1500000e-01 7.0065000e-01 7.1189000e-01
0.483008 1.4116119e+00 2.9159000e-01 0.0000000e+00 2.0656527e-01 7.1000000e-01 7.0050000e-01 7.1165000e-01
0.48308 1.4121501e+00 2.9186000e-01 0.0000000e+00 2.0667774e-01 7.0500000e-01 7.0035000e-01 7.1141000e-01
0.483151 1.4126688e+00 2.9212000e-01 0.0000000e+00 2.0678591e-01 7.0000000e-01 7.0020000e-01 7.1117000e-01
0.483222 1.4131879e+00 2.9238000e-01 0.0000000e+00 2.0689394e-01 6.9500000e-01 7.0006000e-01 7.1094000e-01
0.483292 1.4137073e+00 2.9264000e-01 0.0000000e+00 2.0700183e-01 6.9000000e-01 6.9991000e-01 7.1071000e-01
0.483362 1.4142071e+00 2.9289000e-01 0.0000000e+00 2.0710545e-01 6.8500000e-01 6.9977000e-01 7.1048000e-01
0.483431 1.4147073e+00 2.9314000e-01 0.0000000e+00 2.0720894e-01 6.8000000e-01 6.9963000e-01 7.1026000e-01
0.4835 1.4152078e+00 2.9339000e-01 0.0000000e+00 2.0731231e-01 6.7500000e-01 6.9950000e-01 7.1004000e-01
0.483568 1.4156887e+00 2.9363000e-01 0.0000000e+00 2.0741142e-01 6.7000000e-01 6.9936000e-01 7.0983000e-01
0.483637 1.4161498e+00 2.9386000e-01 0.0000000e+00 2.0750630e-01 6.6500000e-01 6.9923000e-01 7.0962000e-01
0.483704 1.4166313e+00 2.9410000e-01 0.0000000e+00 2.0760519e-01 6.6000000e-01 6.9910000e-01 7.0941000e-01
0.483772 1.4170930e+00 2.9433000e-01 0.0000000e+00 2.0769985e-01 6.5500000e-01 6.9897000e-01 7.0920000e-01
0.483839 1.4175349e+00 2.9455000e-01 0.0000000e+00 2.0779030e-01 6.5000000e-01 6.9885000e-01 7.0900000e-01
0.483906 1.4179972e+00 2.9478000e-01 0.0000000e+00 2.0788475e-01 6.4500000e-01 6.9872000e-01 7.0880000e-01
