101 $nurbsDegree
-9.71738990831258e-03 2.67479026937752e-01
-5.26587700258889e-02 2.66419810268744e-01
-9.56344352443360e-02 2.62455638868839e-01
-1.38355652103707e-01 2.55642370934548e-01
-1.80787845149210e-01 2.46978741098885e-01
-2.23205908314166e-01 2.37712348694885e-01
-2.65932346978710e-01 2.28475014808402e-01
-3.08994857510441e-01 2.18931586655578e-01
-3.52043283429275e-01 2.08208339605621e-01
-3.94646237808036e-01 1.95729533681096e-01
-4.36725091509461e-01 1.81765509466003e-01
-4.78710595964788e-01 1.67250339040187e-01
-5.21215087120440e-01 1.53038162606854e-01
-5.64455722963072e-01 1.39213770767519e-01
-6.07955711871296e-01 1.24983538885702e-01
-6.50888078463646e-01 1.09144958268852e-01
-6.92877090816182e-01 9.06459289002054e-02
-7.34565946441289e-01 6.87377123117529e-02
-7.77262364956472e-01 4.27030163274776e-02
-8.21590657646636e-01 1.16556329600626e-02
-8.65910712532982e-01 -2.50526662953557e-02
-9.05670867544084e-01 -6.68288270422019e-02
-9.34449304015522e-01 -1.10949649486822e-01
-9.46399862020497e-01 -1.52710846682182e-01
-9.38839955977810e-01 -1.86963147321878e-01
-9.13501861957461e-01 -2.10369289978453e-01
-8.75710703725545e-01 -2.23030249671198e-01
-8.31981009949885e-01 -2.28369280870871e-01
-7.87423081031497e-01 -2.31245691211971e-01
-7.44339756578217e-01 -2.35448380040256e-01
-7.02531620540646e-01 -2.42126496581073e-01
-6.60746043886524e-01 -2.50035453263691e-01
-6.18134262519597e-01 -2.57203722901069e-01
-5.74832558601703e-01 -2.62694784013798e-01
-5.31568070616798e-01 -2.67214861008676e-01
-4.88881871532226e-01 -2.72293286816505e-01
-4.46689492284817e-01 -2.78857581234852e-01
-4.04468840907864e-01 -2.86404969813382e-01
-3.61797860785157e-01 -2.93393438007684e-01
-3.18721842318354e-01 -2.98452274750976e-01
-2.75655074975824e-01 -3.01379084644128e-01
-2.32962691709703e-01 -3.03129073586918e-01
-1.90630082478112e-01 -3.04872856619689e-01
-1.48307613665238e-01 -3.06961919566789e-01
-1.05658572079782e-01 -3.08675745965906e-01
-6.26721268508317e-02 -3.08931195707652e-01
-1.96572321463969e-02 -3.07313105538857e-01
2.30608259468207e-02 -3.04524184924225e-01
6.54485456592868e-02 -3.01857628636516e-01
1.07790143067136e-01 -3.00129595753695e-01
1.50412615880129e-01 -2.98966322925469e-01
1.93371519415715e-01 -2.97043220611134e-01
2.36394699444599e-01 -2.93079467261432e-01
2.79140318904318e-01 -2.86772612185424e-01
3.21529101826355e-01 -2.78929170901843e-01
3.63833480765149e-01 -2.70736953548695e-01
4.06426494988630e-01 -2.62839278993065e-01
4.49415690451247e-01 -2.55002565287798e-01
4.92513046600157e-01 -2.46613781616800e-01
5.35289610296956e-01 -2.37493153119742e-01
5.77600462760532e-01 -2.28224235988825e-01
6.19773842432821e-01 -2.19649657664485e-01
6.62339543275172e-01 -2.11975867756364e-01
7.05498188639238e-01 -2.04363150866683e-01
7.48829920419493e-01 -1.95519299879166e-01
7.91602553530358e-01 -1.84917513609722e-01
8.33516832040206e-01 -1.73579874877196e-01
8.75232360078924e-01 -1.63550228007750e-01
9.18010715617472e-01 -1.56182909194136e-01
9.62403429707339e-01 -1.50442329668190e-01
1.00672015628770e+00 -1.42646754868380e-01
1.04641192620372e+00 -1.28192417881172e-01
1.07510617440127e+00 -1.04347376206779e-01
1.08701645936647e+00 -7.22842971782282e-02
1.07949034602050e+00 -3.68766447540760e-02
1.05424305872422e+00 -4.23419628656346e-03
1.01654968482274e+00 2.15101767604935e-02
9.72875425666267e-01 4.01348381316605e-02
9.28311024355908e-01 5.48357543431158e-02
8.85175398706619e-01 6.97926114591918e-02
8.43302636888374e-01 8.75097176589140e-02
8.01464531646736e-01 1.07631341648902e-01
7.58812735823348e-01 1.27767923185946e-01
7.15466154070262e-01 1.45465147266182e-01
6.72137316359883e-01 1.59809518450093e-01
6.29373439181714e-01 1.71657053960396e-01
5.87118361905445e-01 1.82605287488586e-01
5.44884360714063e-01 1.93698617335740e-01
5.02268199860843e-01 2.04861542632572e-01
4.59306726304555e-01 2.15316432920821e-01
4.16383995578885e-01 2.24435706249826e-01
3.73830275314270e-01 2.32242295238919e-01
3.31607170045631e-01 2.39212125379784e-01
2.89356428858593e-01 2.45692674990827e-01
2.46740687405958e-01 2.51547233204306e-01
2.03747496010022e-01 2.56349638039899e-01
1.60682525333873e-01 2.59894508236038e-01
1.17874999361662e-01 2.62479526685734e-01
7.53790766455901e-02 2.64634404318058e-01
3.29461289528657e-02 2.66507322529952e-01
-9.71738990831258e-03 2.67479026937752e-01
